image_path,blur_score,status
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0000.jpg,136.8882,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0001.jpg,144.3425,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0002.jpg,98.8123,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0003.jpg,112.6274,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0004.jpg,108.8912,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0005.jpg,101.4593,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0006.jpg,109.7087,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0007.jpg,103.182,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0008.jpg,107.1278,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0009.jpg,90.8708,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0010.jpg,94.1928,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0011.jpg,78.1619,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0012.jpg,94.0799,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0013.jpg,95.3149,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0014.jpg,107.2643,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0015.jpg,102.9426,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0016.jpg,106.1483,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0017.jpg,100.448,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0018.jpg,90.7771,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0019.jpg,81.3093,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0020.jpg,116.559,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0021.jpg,118.6554,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0022.jpg,97.2692,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0023.jpg,81.9925,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0024.jpg,110.9499,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0025.jpg,106.7231,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0026.jpg,138.2386,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0027.jpg,97.6265,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0028.jpg,95.5527,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0029.jpg,98.9709,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0030.jpg,103.4447,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0031.jpg,77.4109,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/000_003/crop_0032.jpg,80.1266,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0000.jpg,41.3258,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0001.jpg,43.0356,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0002.jpg,26.1738,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0003.jpg,24.0787,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0004.jpg,23.7346,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0005.jpg,29.0608,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0006.jpg,24.8844,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0007.jpg,26.4239,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0008.jpg,44.6767,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0009.jpg,25.5251,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0010.jpg,26.2687,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0011.jpg,30.5107,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0012.jpg,27.9885,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0013.jpg,24.6489,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0014.jpg,21.177,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0015.jpg,27.883,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0016.jpg,30.7513,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0017.jpg,25.6426,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0018.jpg,36.2213,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0019.jpg,35.8742,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0020.jpg,36.667,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0021.jpg,38.6178,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0022.jpg,31.0695,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0023.jpg,37.0169,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0024.jpg,35.9491,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0025.jpg,26.076,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0026.jpg,28.489,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0027.jpg,39.1566,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0028.jpg,25.0826,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0029.jpg,27.0399,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0030.jpg,30.4412,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0031.jpg,37.7464,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0032.jpg,38.4981,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0033.jpg,26.2849,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0034.jpg,27.507,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0035.jpg,30.9649,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0036.jpg,25.9902,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0037.jpg,28.8024,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/001_870/crop_0038.jpg,27.9035,blurry
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0000.jpg,77.9711,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0001.jpg,94.4232,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0002.jpg,96.3143,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0003.jpg,83.2508,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0004.jpg,97.7071,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0005.jpg,98.5523,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0006.jpg,96.3348,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0007.jpg,100.5952,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0008.jpg,96.3732,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0009.jpg,97.4924,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0010.jpg,102.7728,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0011.jpg,105.2963,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0012.jpg,103.7352,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0013.jpg,94.7587,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0014.jpg,92.8671,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0015.jpg,97.0098,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0016.jpg,109.1375,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0017.jpg,104.1127,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0018.jpg,108.3833,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0019.jpg,109.2046,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0020.jpg,77.5683,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0021.jpg,98.4305,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0022.jpg,106.6672,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0023.jpg,99.7495,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0024.jpg,99.2314,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0025.jpg,97.2029,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0026.jpg,115.8428,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0027.jpg,93.4359,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0028.jpg,97.6569,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0029.jpg,98.4421,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0030.jpg,102.3139,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0031.jpg,92.3971,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0032.jpg,67.0312,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0033.jpg,99.4156,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0034.jpg,102.6098,kept
./processed_ffpp/cropfaces/manipulated_sequences/Deepfakes/c23/videos/002_006/crop_0035.jpg,96.3488,kept
